Event_Name,Match_Type,Match_Num,Scouter_Initials,Team_Num,Team_Name,Start_Position,Auto_Cargo_Upper,Auto_Cargo_Lower,Auto_Tarmac,Tele_Cargo_Upper,Tele_Cargo_Lower,Hangar_Level,Hangar_Time,Use_Launch_Pad,Cargo_Loaded_Start,Defense_Rating,Speed_Rating,Tippy,Died_in_Match,Penalties
LoneStarRegional,Qual,12,AB,6538,Linc-Bots,2,3,0,1,6,0,4,4,0,0,4,4,0,0,0
LoneStarRegional,Playoff,13,KP,6538,Linc-Bots,1,1,4,1,1,6,1,6,1,0,3,2,0,0,2
PacificRegional,Qual,14,JD,6538,Linc-Bots,1,0,1,0,7,1,0,5,1,1,2,2,1,0,0
MidwestRegional,Playoff,15,MK,6538,Linc-Bots,3,3,0,1,9,6,3,20,0,0,5,4,0,0,1
NEDistrict,Qual,16,KP,6538,Linc-Bots,2,2,1,1,8,3,0,19,0,0,3,3,0,0,2
LoneStarRegional,Qual,17,MK,6538,Linc-Bots,1,4,2,1,5,7,0,11,0,1,2,2,0,1,2
NEDistrict,Playoff,18,KP,6538,Linc-Bots,2,4,4,1,8,6,4,19,1,0,5,1,0,0,0
NEDistrict,Qual,19,TR,6538,Linc-Bots,1,1,4,1,7,8,0,12,1,1,4,5,0,0,0
MidwestRegional,Qual,20,TR,6538,Linc-Bots,1,3,2,0,7,6,1,8,0,1,2,2,1,0,0
PacificRegional,Playoff,21,AB,6538,Linc-Bots,3,3,0,1,5,2,3,21,0,1,2,1,1,0,0
MidwestRegional,Playoff,22,TR,6538,Linc-Bots,1,4,0,0,4,9,3,12,0,1,4,5,1,0,0
NEDistrict,Qual,23,JD,6538,Linc-Bots,3,4,1,1,4,5,1,11,0,0,4,1,0,0,0
NEDistrict,Qual,24,XZ,6538,Linc-Bots,2,0,3,0,5,9,0,13,1,0,2,4,0,0,1
MidwestRegional,Qual,25,LS,6538,Linc-Bots,3,4,0,1,5,0,3,7,0,0,3,5,1,1,1
NEDistrict,Qual,26,LS,6538,Linc-Bots,1,2,2,0,7,6,3,1,1,1,4,3,1,0,0
NEDistrict,Playoff,27,AB,6538,Linc-Bots,1,1,4,1,9,4,3,1,1,0,5,5,1,1,0
PacificRegional,Qual,28,MK,6538,Linc-Bots,1,0,2,0,3,6,3,24,1,0,3,5,1,0,0
MidwestRegional,Playoff,29,MK,6538,Linc-Bots,3,2,4,0,5,4,2,2,1,0,2,1,0,0,0
LoneStarRegional,Playoff,30,AB,6538,Linc-Bots,2,2,0,1,8,0,4,7,1,0,3,3,1,0,0
NEDistrict,Playoff,31,AB,6538,Linc-Bots,3,4,0,0,6,0,1,10,1,1,2,5,1,0,1
NEDistrict,Playoff,32,XZ,6538,Linc-Bots,2,2,4,1,7,5,0,26,1,0,2,5,1,0,0
PacificRegional,Playoff,33,JD,6538,Linc-Bots,1,4,3,0,6,4,4,12,0,1,1,1,0,0,0
LoneStarRegional,Playoff,1,MK,6556,Spartan Robotics,3,1,3,1,3,7,4,24,1,0,2,4,0,0,0
PacificRegional,Playoff,2,LS,6556,Spartan Robotics,2,2,3,0,3,3,2,15,1,1,5,5,1,0,0
NEDistrict,Qual,3,XZ,6556,Spartan Robotics,2,0,0,0,4,7,3,6,0,0,4,5,1,0,0
LoneStarRegional,Qual,4,LS,6556,Spartan Robotics,3,1,1,0,4,5,1,2,1,0,3,1,1,0,0
PacificRegional,Qual,5,XZ,6556,Spartan Robotics,1,3,0,0,8,2,3,20,1,0,3,1,0,0,0
MidwestRegional,Qual,6,MK,6556,Spartan Robotics,1,4,1,0,9,1,4,14,1,1,4,1,1,0,0
LoneStarRegional,Qual,7,XZ,6556,Spartan Robotics,3,1,4,0,8,4,3,20,0,1,1,1,1,0,0
PacificRegional,Qual,8,MK,6556,Spartan Robotics,1,0,1,0,2,5,2,27,1,0,1,5,1,0,1
LoneStarRegional,Qual,9,LS,6556,Spartan Robotics,2,1,0,1,5,1,1,9,1,1,3,4,1,0,0
NEDistrict,Qual,10,MK,6556,Spartan Robotics,1,2,0,0,5,6,2,12,1,0,4,5,0,0,0
PacificRegional,Qual,11,XZ,6556,Spartan Robotics,2,3,4,0,4,7,1,29,0,0,2,5,1,0,0
MidwestRegional,Qual,12,KP,6556,Spartan Robotics,1,4,0,1,4,5,2,30,0,0,1,3,1,0,0
NEDistrict,Qual,13,AB,6556,Spartan Robotics,2,2,2,1,8,6,0,20,0,0,3,5,0,0,0
PacificRegional,Qual,14,AB,6556,Spartan Robotics,2,1,2,0,3,6,3,27,1,1,4,3,1,0,0
LoneStarRegional,Qual,15,LS,6556,Spartan Robotics,2,4,4,0,9,5,1,1,0,0,1,5,0,0,0
LoneStarRegional,Playoff,16,JD,6556,Spartan Robotics,1,2,3,1,2,3,4,30,1,1,1,2,1,0,0
PacificRegional,Qual,17,MK,6556,Spartan Robotics,1,0,1,1,6,6,1,30,0,1,5,5,0,0,0
MidwestRegional,Playoff,18,TR,6556,Spartan Robotics,3,2,1,1,5,9,0,0,0,0,4,1,1,0,0
LoneStarRegional,Qual,19,MK,6556,Spartan Robotics,1,1,0,1,9,9,4,15,1,0,2,2,1,0,0
PacificRegional,Playoff,20,JD,6556,Spartan Robotics,3,4,3,1,7,7,2,2,0,1,5,4,0,0,0
PacificRegional,Qual,21,LS,6556,Spartan Robotics,1,2,4,1,9,7,0,13,1,0,3,1,1,1,1
LoneStarRegional,Qual,22,XZ,6556,Spartan Robotics,2,4,3,1,8,6,3,3,0,0,4,2,1,0,2
MidwestRegional,Playoff,23,KP,6556,Spartan Robotics,1,2,1,0,2,2,1,3,1,1,3,5,1,0,0
MidwestRegional,Playoff,24,MK,6556,Spartan Robotics,1,0,4,1,1,8,1,21,0,1,5,1,0,0,0
MidwestRegional,Playoff,25,AB,6556,Spartan Robotics,3,4,1,1,7,9,3,23,0,1,3,4,1,0,0
MidwestRegional,Qual,26,JD,6556,Spartan Robotics,3,0,1,0,7,5,1,22,0,1,5,3,0,0,1
MidwestRegional,Qual,27,KP,6556,Spartan Robotics,2,4,2,0,5,4,3,26,0,1,3,5,0,0,0
LoneStarRegional,Qual,28,JD,6556,Spartan Robotics,2,1,2,1,4,6,0,29,1,1,3,2,1,0,0
PacificRegional,Playoff,29,JD,6556,Spartan Robotics,3,2,0,1,5,6,3,10,0,0,1,4,1,0,0
LoneStarRegional,Playoff,30,MK,6556,Spartan Robotics,1,1,2,0,3,3,0,27,1,0,5,2,0,0,1
NEDistrict,Playoff,31,TR,6556,Spartan Robotics,3,4,0,1,9,8,1,0,1,1,3,1,1,0,0
MidwestRegional,Qual,32,JD,6556,Spartan Robotics,1,3,1,0,7,9,4,22,1,0,2,2,0,0,0
MidwestRegional,Qual,33,AB,6556,Spartan Robotics,2,0,3,0,5,7,0,20,0,0,5,1,0,0,2
MidwestRegional,Playoff,1,JD,6570,Whiteford Bobcats,3,0,3,0,7,7,4,24,1,1,4,2,0,0,0
NEDistrict,Qual,2,KP,6570,Whiteford Bobcats,2,4,4,0,8,6,0,23,0,1,3,3,1,0,0
LoneStarRegional,Qual,3,LS,6570,Whiteford Bobcats,1,4,3,1,4,7,3,9,1,0,5,4,1,0,0
MidwestRegional,Playoff,4,AB,6570,Whiteford Bobcats,3,0,2,1,2,8,3,2,1,1,2,5,1,0,1
PacificRegional,Playoff,5,LS,6570,Whiteford Bobcats,1,0,1,1,3,7,0,11,1,0,5,1,1,0,0
MidwestRegional,Qual,6,KP,6570,Whiteford Bobcats,3,1,4,1,8,4,4,30,1,0,1,5,1,0,1
NEDistrict,Playoff,7,MK,6570,Whiteford Bobcats,1,2,0,0,3,0,2,5,1,1,5,3,0,0,0
NEDistrict,Playoff,8,XZ,6570,Whiteford Bobcats,1,2,1,0,7,2,2,29,0,1,4,1,0,0,0
MidwestRegional,Qual,9,LS,6570,Whiteford Bobcats,1,1,3,0,8,7,2,2,0,1,5,1,1,0,0
PacificRegional,Qual,10,LS,6570,Whiteford Bobcats,1,0,1,1,4,1,3,8,1,1,3,2,0,0,0
NEDistrict,Playoff,11,JD,6570,Whiteford Bobcats,1,2,3,1,6,7,4,18,0,1,2,1,1,0,2
NEDistrict,Playoff,12,LS,6570,Whiteford Bobcats,1,2,3,1,3,7,2,6,0,1,4,3,0,0,1
MidwestRegional,Qual,13,KP,6570,Whiteford Bobcats,2,1,4,0,6,4,2,21,0,0,5,2,1,0,0
PacificRegional,Playoff,14,JD,6570,Whiteford Bobcats,2,2,3,0,7,9,2,5,1,0,5,3,0,0,0
MidwestRegional,Playoff,15,MK,6570,Whiteford Bobcats,3,1,2,1,2,2,1,2,0,0,1,1,1,0,0
MidwestRegional,Qual,16,TR,6570,Whiteford Bobcats,3,4,4,1,5,9,4,19,0,0,1,3,1,0,0
MidwestRegional,Qual,17,MK,6570,Whiteford Bobcats,3,3,4,0,6,4,3,24,0,1,4,3,0,0,0
PacificRegional,Playoff,18,TR,6570,Whiteford Bobcats,3,4,1,1,9,9,2,16,0,1,4,4,0,0,0
NEDistrict,Playoff,19,JD,6570,Whiteford Bobcats,1,4,1,0,5,8,4,23,0,1,4,5,0,0,0
PacificRegional,Qual,20,KP,6570,Whiteford Bobcats,1,2,0,0,8,4,3,23,0,1,2,3,0,0,2
PacificRegional,Qual,21,TR,6570,Whiteford Bobcats,2,2,3,0,7,9,1,3,0,1,5,3,1,0,0
NEDistrict,Qual,22,XZ,6570,Whiteford Bobcats,2,2,4,1,5,7,4,22,0,1,2,2,1,0,0
LoneStarRegional,Qual,23,JD,6570,Whiteford Bobcats,2,4,2,0,7,4,1,26,1,0,4,2,0,0,0
MidwestRegional,Qual,24,AB,6570,Whiteford Bobcats,3,4,3,1,4,9,2,15,0,1,2,5,1,0,0
MidwestRegional,Playoff,25,AB,6570,Whiteford Bobcats,1,1,3,0,7,6,0,15,0,0,2,3,1,0,0
LoneStarRegional,Qual,26,TR,6570,Whiteford Bobcats,3,3,0,1,9,5,3,18,0,1,5,5,1,0,1
MidwestRegional,Qual,27,XZ,6570,Whiteford Bobcats,1,3,1,1,9,1,2,2,0,0,2,4,0,0,0
MidwestRegional,Playoff,28,TR,6570,Whiteford Bobcats,1,2,4,0,4,6,0,11,1,1,1,3,1,0,0
LoneStarRegional,Qual,29,XZ,6570,Whiteford Bobcats,1,3,0,0,5,0,0,29,0,1,5,5,1,0,0
LoneStarRegional,Playoff,30,JD,6570,Whiteford Bobcats,1,3,1,1,6,6,4,3,1,1,5,4,1,0,0
NEDistrict,Qual,31,KP,6570,Whiteford Bobcats,3,3,1,0,8,7,4,19,1,0,5,5,1,0,0
PacificRegional,Qual,32,TR,6570,Whiteford Bobcats,1,4,3,0,6,6,2,11,0,1,2,2,1,0,0
LoneStarRegional,Qual,33,JD,6570,Whiteford Bobcats,3,0,4,1,7,9,1,22,1,0,2,3,0,0,0
PacificRegional,Playoff,1,AB,7147,Falcons Senior Robo Team,3,3,2,1,6,4,2,8,1,0,3,2,1,0,0
LoneStarRegional,Playoff,2,MK,7147,Falcons Senior Robo Team,1,3,4,0,9,5,1,16,0,1,1,5,0,0,0
PacificRegional,Qual,3,XZ,7147,Falcons Senior Robo Team,1,4,2,0,7,5,2,1,0,1,2,3,1,0,0
MidwestRegional,Playoff,4,AB,7147,Falcons Senior Robo Team,2,2,0,1,4,4,3,9,1,0,5,3,0,0,1
LoneStarRegional,Qual,5,TR,7147,Falcons Senior Robo Team,2,3,2,0,8,2,1,6,0,0,2,5,0,0,2
PacificRegional,Qual,6,AB,7147,Falcons Senior Robo Team,3,3,2,1,5,8,2,26,1,0,3,4,1,0,0
LoneStarRegional,Qual,7,XZ,7147,Falcons Senior Robo Team,2,0,4,1,0,8,1,26,0,1,5,3,0,0,0
NEDistrict,Qual,8,MK,7147,Falcons Senior Robo Team,2,0,2,1,4,3,0,14,0,1,4,3,1,0,0
NEDistrict,Playoff,9,KP,7147,Falcons Senior Robo Team,1,3,4,0,5,5,3,24,1,1,2,1,0,0,0
LoneStarRegional,Qual,10,KP,7147,Falcons Senior Robo Team,2,3,2,0,7,7,3,27,0,1,3,1,0,0,0
LoneStarRegional,Playoff,11,JD,7147,Falcons Senior Robo Team,1,3,2,0,7,3,4,15,1,1,5,4,1,1,0
LoneStarRegional,Qual,12,LS,7147,Falcons Senior Robo Team,2,0,2,1,5,4,4,1,0,0,5,5,1,0,0
NEDistrict,Playoff,13,LS,7147,Falcons Senior Robo Team,3,1,3,0,4,4,2,0,0,1,2,3,0,0,2
LoneStarRegional,Qual,14,MK,7147,Falcons Senior Robo Team,3,4,2,0,7,2,1,22,0,1,4,5,1,1,0
MidwestRegional,Playoff,15,JD,7147,Falcons Senior Robo Team,3,2,2,0,5,7,4,18,1,0,1,3,1,0,0
LoneStarRegional,Playoff,16,XZ,7147,Falcons Senior Robo Team,3,4,4,0,8,8,2,20,1,1,5,5,1,0,0
LoneStarRegional,Playoff,17,TR,7147,Falcons Senior Robo Team,1,3,0,0,5,4,3,30,1,1,5,5,1,0,0
NEDistrict,Playoff,18,KP,7147,Falcons Senior Robo Team,1,2,0,0,6,1,1,2,0,0,5,1,1,0,0
MidwestRegional,Playoff,19,KP,7147,Falcons Senior Robo Team,3,0,0,1,3,5,0,5,1,0,1,4,0,1,0
NEDistrict,Qual,20,AB,7147,Falcons Senior Robo Team,1,0,3,0,2,7,1,8,1,1,1,5,0,0,2
MidwestRegional,Qual,21,LS,7147,Falcons Senior Robo Team,2,0,4,0,9,8,1,19,0,1,2,2,1,0,1
NEDistrict,Qual,22,MK,7147,Falcons Senior Robo Team,3,1,2,1,9,7,3,7,0,1,1,3,1,0,0
PacificRegional,Playoff,23,TR,7147,Falcons Senior Robo Team,2,0,3,0,3,3,1,20,0,0,1,5,0,0,1
LoneStarRegional,Playoff,24,LS,7147,Falcons Senior Robo Team,2,0,4,1,2,5,3,17,1,1,2,2,0,0,0
LoneStarRegional,Qual,25,AB,7147,Falcons Senior Robo Team,1,2,1,1,3,3,2,4,0,0,2,1,0,0,0
PacificRegional,Qual,26,XZ,7147,Falcons Senior Robo Team,1,3,2,1,3,5,2,12,0,1,2,2,0,0,0
PacificRegional,Playoff,27,LS,7147,Falcons Senior Robo Team,1,4,2,0,8,6,2,11,1,0,2,2,1,0,0
MidwestRegional,Qual,28,XZ,7147,Falcons Senior Robo Team,2,0,1,1,5,6,3,23,1,1,4,4,0,0,0
PacificRegional,Playoff,29,AB,7147,Falcons Senior Robo Team,3,3,4,1,7,4,0,12,0,0,2,1,1,0,0
LoneStarRegional,Playoff,30,AB,7147,Falcons Senior Robo Team,3,0,0,0,2,2,2,9,1,1,5,5,1,0,0
NEDistrict,Playoff,31,AB,7147,Falcons Senior Robo Team,3,3,2,0,8,8,1,2,0,1,4,1,0,0,0
NEDistrict,Playoff,32,JD,7147,Falcons Senior Robo Team,1,4,4,1,7,9,0,6,0,1,1,5,1,0,0
PacificRegional,Playoff,33,KP,7147,Falcons Senior Robo Team,1,2,1,0,8,9,4,23,1,0,3,3,0,0,0
PacificRegional,Playoff,1,AB,7221,JHS Viking Robotics,1,4,3,0,8,4,2,10,1,1,1,5,0,0,0
LoneStarRegional,Playoff,2,KP,7221,JHS Viking Robotics,2,1,1,1,8,2,4,25,1,0,2,3,1,0,0
MidwestRegional,Qual,3,LS,7221,JHS Viking Robotics,2,3,4,1,6,5,1,2,0,1,2,3,1,0,0
LoneStarRegional,Qual,4,KP,7221,JHS Viking Robotics,2,3,0,1,9,9,4,28,1,0,4,4,0,0,0
PacificRegional,Playoff,5,AB,7221,JHS Viking Robotics,2,4,0,1,5,0,3,25,0,1,2,1,1,0,0
NEDistrict,Playoff,6,TR,7221,JHS Viking Robotics,2,4,0,1,9,2,1,18,1,0,3,5,0,0,0
PacificRegional,Qual,7,MK,7221,JHS Viking Robotics,1,2,4,0,4,9,3,5,1,0,5,5,1,0,0
NEDistrict,Playoff,8,LS,7221,JHS Viking Robotics,3,4,2,0,5,8,3,2,0,0,5,2,1,0,0
MidwestRegional,Playoff,9,TR,7221,JHS Viking Robotics,3,0,3,0,7,3,1,16,1,1,3,1,0,0,1
PacificRegional,Qual,10,AB,7221,JHS Viking Robotics,1,0,3,1,6,8,1,13,1,0,2,1,0,0,0
NEDistrict,Playoff,11,XZ,7221,JHS Viking Robotics,1,1,3,0,7,3,0,16,0,1,4,1,1,0,0
MidwestRegional,Playoff,12,TR,7221,JHS Viking Robotics,2,0,4,1,1,9,4,29,1,1,4,3,1,0,1
NEDistrict,Qual,13,LS,7221,JHS Viking Robotics,1,0,4,0,6,5,2,0,1,1,5,3,1,0,1
NEDistrict,Qual,14,JD,7221,JHS Viking Robotics,3,3,0,0,9,1,4,17,1,0,5,2,1,0,1
LoneStarRegional,Playoff,15,AB,7221,JHS Viking Robotics,2,3,2,0,6,6,1,28,1,1,3,3,0,0,0
LoneStarRegional,Qual,16,LS,7221,JHS Viking Robotics,3,0,1,0,3,3,3,8,0,0,3,5,1,0,0
NEDistrict,Qual,17,LS,7221,JHS Viking Robotics,2,2,1,1,8,6,1,25,0,1,5,1,0,0,0
NEDistrict,Playoff,18,XZ,7221,JHS Viking Robotics,3,4,3,0,6,9,1,19,1,0,1,1,1,0,0
NEDistrict,Playoff,19,LS,7221,JHS Viking Robotics,1,2,0,0,4,1,1,0,1,0,4,3,1,0,0
MidwestRegional,Qual,20,MK,7221,JHS Viking Robotics,2,3,1,1,4,7,1,11,1,0,1,2,1,0,2
PacificRegional,Playoff,21,XZ,7221,JHS Viking Robotics,3,2,0,1,3,7,4,22,1,0,1,2,1,0,0
NEDistrict,Playoff,22,MK,7221,JHS Viking Robotics,3,4,4,0,7,6,4,3,1,1,1,1,1,0,0
MidwestRegional,Playoff,23,AB,7221,JHS Viking Robotics,3,1,0,1,4,4,4,18,1,1,5,1,0,0,0
LoneStarRegional,Playoff,24,TR,7221,JHS Viking Robotics,3,4,3,0,5,8,0,8,1,1,3,1,1,0,0
MidwestRegional,Qual,25,XZ,7221,JHS Viking Robotics,1,3,0,1,4,1,1,16,0,1,1,2,1,0,1
MidwestRegional,Qual,26,LS,7221,JHS Viking Robotics,2,2,2,1,2,3,0,20,1,1,5,4,1,0,1
NEDistrict,Playoff,27,LS,7221,JHS Viking Robotics,3,1,4,0,9,9,2,22,0,0,3,1,1,0,0
NEDistrict,Qual,28,JD,7221,JHS Viking Robotics,3,2,4,1,5,4,4,26,1,0,2,4,0,0,1
NEDistrict,Qual,29,MK,7221,JHS Viking Robotics,1,4,0,0,5,7,4,9,0,1,5,1,1,0,0
PacificRegional,Qual,30,JD,7221,JHS Viking Robotics,3,0,3,0,0,5,2,28,0,1,2,2,0,1,0
LoneStarRegional,Qual,31,LS,7221,JHS Viking Robotics,2,1,2,0,4,9,2,2,1,0,1,3,0,0,0
PacificRegional,Playoff,32,XZ,7221,JHS Viking Robotics,1,4,3,0,5,6,3,16,1,0,4,1,1,0,2
NEDistrict,Qual,33,JD,7221,JHS Viking Robotics,1,4,2,0,6,5,1,13,0,0,3,5,0,0,0
PacificRegional,Qual,1,MK,8179,Robo Falcons,2,2,4,0,8,9,0,19,0,0,4,4,1,0,0
PacificRegional,Qual,2,TR,8179,Robo Falcons,3,1,2,0,6,3,4,5,1,1,2,5,0,1,0
MidwestRegional,Playoff,3,KP,8179,Robo Falcons,2,2,4,0,9,6,3,21,1,0,4,3,0,0,0
PacificRegional,Playoff,4,LS,8179,Robo Falcons,3,4,4,1,9,5,2,28,1,1,4,3,0,0,0
NEDistrict,Qual,5,TR,8179,Robo Falcons,1,2,1,1,9,6,1,12,1,0,4,4,0,0,0
MidwestRegional,Qual,6,XZ,8179,Robo Falcons,3,1,1,0,1,9,3,30,1,0,1,5,1,0,0
MidwestRegional,Playoff,7,AB,8179,Robo Falcons,1,1,2,1,1,6,1,28,1,1,5,3,0,0,0
PacificRegional,Playoff,8,AB,8179,Robo Falcons,1,4,2,0,9,4,3,20,0,0,4,3,0,0,0
LoneStarRegional,Qual,9,JD,8179,Robo Falcons,1,1,4,0,2,7,4,17,1,1,3,5,0,0,0
LoneStarRegional,Playoff,10,JD,8179,Robo Falcons,3,2,3,0,8,3,2,15,0,1,5,5,0,0,0
LoneStarRegional,Qual,11,LS,8179,Robo Falcons,1,3,0,1,4,9,3,0,1,1,2,3,0,0,0
MidwestRegional,Qual,12,KP,8179,Robo Falcons,3,1,4,0,7,5,2,25,1,1,5,4,0,0,0
PacificRegional,Qual,13,MK,8179,Robo Falcons,3,0,2,1,8,2,1,10,0,1,2,3,0,0,0
PacificRegional,Qual,14,LS,8179,Robo Falcons,1,1,1,0,7,2,2,25,1,0,4,4,0,0,0
MidwestRegional,Playoff,15,KP,8179,Robo Falcons,3,4,0,1,6,0,2,15,1,1,1,2,1,0,0
NEDistrict,Qual,16,KP,8179,Robo Falcons,2,2,2,0,3,5,3,18,1,0,4,4,0,0,0
NEDistrict,Playoff,17,TR,8179,Robo Falcons,3,3,4,1,8,6,3,12,0,1,3,2,1,0,0
PacificRegional,Playoff,18,XZ,8179,Robo Falcons,1,2,0,0,9,5,2,29,1,0,4,2,1,0,1
NEDistrict,Playoff,19,LS,8179,Robo Falcons,1,4,2,1,4,4,2,5,0,1,1,2,1,1,0
NEDistrict,Qual,20,TR,8179,Robo Falcons,2,4,1,0,7,7,2,26,0,1,3,3,1,0,0
PacificRegional,Qual,21,MK,8179,Robo Falcons,1,3,0,1,9,5,1,29,1,1,1,1,1,0,0
PacificRegional,Playoff,22,MK,8179,Robo Falcons,3,2,3,1,6,5,4,3,1,0,3,3,0,0,0
LoneStarRegional,Qual,23,TR,8179,Robo Falcons,1,3,1,0,7,5,2,12,1,1,5,2,0,0,0
LoneStarRegional,Qual,24,KP,8179,Robo Falcons,1,2,1,1,2,5,3,14,0,1,5,1,0,0,0
MidwestRegional,Qual,25,MK,8179,Robo Falcons,1,4,2,0,9,7,4,24,1,1,2,2,1,0,0
PacificRegional,Qual,26,XZ,8179,Robo Falcons,2,4,0,0,7,7,4,16,1,1,4,5,0,0,0
MidwestRegional,Playoff,27,MK,8179,Robo Falcons,1,2,1,0,3,5,3,0,0,1,3,1,1,0,1
NEDistrict,Qual,28,JD,8179,Robo Falcons,1,3,1,1,5,9,1,24,1,1,1,4,0,0,0
NEDistrict,Qual,29,MK,8179,Robo Falcons,2,1,3,1,6,6,3,5,1,0,3,1,0,1,1
MidwestRegional,Qual,30,XZ,8179,Robo Falcons,2,2,1,0,8,6,2,13,0,0,5,3,1,0,0
LoneStarRegional,Qual,31,JD,8179,Robo Falcons,2,1,4,0,6,8,4,27,1,1,4,1,0,0,0
MidwestRegional,Playoff,32,LS,8179,Robo Falcons,2,4,4,1,5,9,1,29,0,0,3,2,0,0,0
PacificRegional,Playoff,33,JD,8179,Robo Falcons,1,0,3,0,0,7,4,18,0,0,2,4,1,0,1
NEDistrict,Playoff,1,XZ,8297,WIHI Robo Wolves,3,1,4,1,6,4,0,12,1,0,4,5,1,0,1
MidwestRegional,Qual,2,JD,8297,WIHI Robo Wolves,2,3,4,0,7,6,0,1,1,1,4,5,0,0,1
NEDistrict,Qual,3,MK,8297,WIHI Robo Wolves,3,1,4,0,7,7,3,26,1,1,3,2,1,0,0
MidwestRegional,Qual,4,XZ,8297,WIHI Robo Wolves,3,0,4,1,5,4,1,26,1,1,3,3,1,0,0
PacificRegional,Qual,5,TR,8297,WIHI Robo Wolves,2,3,4,0,5,4,0,5,0,0,2,2,0,0,0
PacificRegional,Playoff,6,MK,8297,WIHI Robo Wolves,1,0,3,1,7,5,0,11,0,1,4,3,0,0,1
PacificRegional,Qual,7,XZ,8297,WIHI Robo Wolves,3,4,4,1,6,8,2,5,0,1,2,1,1,0,0
PacificRegional,Playoff,8,LS,8297,WIHI Robo Wolves,2,2,1,1,6,5,3,20,1,0,2,1,0,0,0
PacificRegional,Playoff,9,KP,8297,WIHI Robo Wolves,3,0,2,1,2,3,4,20,1,1,3,5,0,0,0
PacificRegional,Qual,10,TR,8297,WIHI Robo Wolves,1,3,0,0,8,0,3,29,0,1,4,1,0,0,1
LoneStarRegional,Qual,11,JD,8297,WIHI Robo Wolves,3,2,1,0,2,3,0,25,0,0,4,1,0,0,0
PacificRegional,Qual,12,LS,8297,WIHI Robo Wolves,2,0,0,1,5,2,1,21,0,1,1,2,1,0,0
PacificRegional,Playoff,13,MK,8297,WIHI Robo Wolves,1,4,0,0,4,6,4,30,1,0,3,5,0,0,0
NEDistrict,Qual,14,MK,8297,WIHI Robo Wolves,3,3,0,1,9,7,0,27,0,1,3,1,1,0,0
NEDistrict,Qual,15,JD,8297,WIHI Robo Wolves,1,3,2,0,4,8,0,25,0,1,1,2,0,0,0
MidwestRegional,Qual,16,AB,8297,WIHI Robo Wolves,3,2,1,1,8,1,1,3,0,1,5,3,0,0,0
PacificRegional,Qual,17,LS,8297,WIHI Robo Wolves,3,0,1,0,7,3,4,15,1,1,5,2,0,0,0
LoneStarRegional,Playoff,18,JD,8297,WIHI Robo Wolves,1,2,4,1,7,4,1,8,1,0,5,1,1,0,0
NEDistrict,Playoff,19,LS,8297,WIHI Robo Wolves,3,2,2,1,9,8,0,18,1,0,1,1,0,0,0
MidwestRegional,Playoff,20,LS,8297,WIHI Robo Wolves,1,4,1,0,9,1,1,24,0,0,3,4,0,0,0
PacificRegional,Playoff,21,XZ,8297,WIHI Robo Wolves,3,0,0,0,6,1,4,3,1,1,1,4,1,0,0
MidwestRegional,Qual,22,XZ,8297,WIHI Robo Wolves,3,1,4,0,1,7,4,0,1,0,1,3,0,0,0
LoneStarRegional,Qual,23,MK,8297,WIHI Robo Wolves,1,4,4,0,7,4,4,6,0,1,3,5,1,0,0
LoneStarRegional,Playoff,24,TR,8297,WIHI Robo Wolves,3,2,1,1,5,4,0,30,0,0,4,5,1,1,2
PacificRegional,Playoff,25,KP,8297,WIHI Robo Wolves,1,2,3,0,8,3,0,13,1,0,4,2,0,0,0
MidwestRegional,Playoff,26,KP,8297,WIHI Robo Wolves,3,0,3,1,1,8,3,2,1,1,1,2,1,0,2
PacificRegional,Qual,27,TR,8297,WIHI Robo Wolves,3,4,4,1,8,9,4,12,0,1,5,1,1,1,2
NEDistrict,Qual,28,XZ,8297,WIHI Robo Wolves,1,4,2,1,4,6,3,2,0,1,3,5,0,0,0
PacificRegional,Playoff,29,AB,8297,WIHI Robo Wolves,2,2,1,1,2,9,4,14,1,1,1,5,0,0,0
PacificRegional,Playoff,30,TR,8297,WIHI Robo Wolves,3,2,0,0,6,1,2,17,1,1,2,5,0,0,0
MidwestRegional,Qual,31,TR,8297,WIHI Robo Wolves,3,1,2,0,3,3,0,10,0,0,1,5,0,1,0
LoneStarRegional,Playoff,32,XZ,8297,WIHI Robo Wolves,2,0,1,1,4,8,4,17,0,1,4,5,1,0,0
LoneStarRegional,Playoff,33,AB,8297,WIHI Robo Wolves,2,4,4,0,4,4,3,10,1,1,2,3,1,0,1
MidwestRegional,Qual,1,JD,8314,The Roar,3,2,2,0,4,4,0,5,1,0,4,4,1,0,0
NEDistrict,Playoff,2,MK,8314,The Roar,3,4,0,0,7,7,1,6,1,1,5,5,0,0,0
LoneStarRegional,Qual,3,JD,8314,The Roar,2,0,3,1,8,8,1,4,0,0,4,2,1,0,0
PacificRegional,Qual,4,JD,8314,The Roar,1,2,3,0,9,7,2,29,0,0,3,5,0,0,0
MidwestRegional,Qual,5,KP,8314,The Roar,3,3,3,0,6,4,3,12,1,0,1,3,1,0,0
PacificRegional,Playoff,6,JD,8314,The Roar,3,2,4,1,8,8,0,6,1,1,3,4,1,0,0
PacificRegional,Qual,7,XZ,8314,The Roar,3,1,1,1,6,3,4,18,1,0,2,2,0,0,0
PacificRegional,Playoff,8,LS,8314,The Roar,2,3,2,1,5,7,3,30,1,0,3,4,0,0,0
